test_smile,dmpnn_pre_pro,dmpnn_xgb_pre_pro,morgan_xgb_pre_pro,dmpnn_morgan_xgb_pre_pro,target
CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1,[3.758995717362268e-06],0.000106493426,0.0026024585,0.00016817213,0.0
CNCC1=CN(C(=C1)C1=CC=CC=C1F)S(=O)(=O)C1=CC=CN=C1,[9.948552906280383e-05],0.00010648307,0.0057742097,0.000102091115,0.0
[H][C@](CO)(N=C(O)CN=[N+]=[N-])[C@]([H])(O)C1=CC=C(C=C1)N(=O)=O,[6.451149293582037e-14],0.00010645272,1.2198445e-05,0.000120943834,0.0
CN(C)CCOC1=CC=CC=C1CC1=CC=CC=C1,[1.9250974219175987e-06],0.00010642562,2.4702873e-05,0.00014399436,0.0
[H][C@]1(N)C[C@]([H])(O[C@]2([H])[C@]([H])(C)O[C@]([H])(C[C@]2([H])O)O[C@@]2([H])C[C@@](O)(CC3=C(O)C4=C(C(O)=C23)C(=O)C2=CC=CC=C2C4=O)C(=O)CO)O[C@@]([H])(C)[C@@]1([H])O,[3.730674436042136e-08],0.00010625313,0.001153504,0.00014075686,0.0
CCC1(C(=O)NC(=O)NC1=O)C1=CC2CCC(C2)C1,[5.411910137809173e-07],0.00010614163,0.0015061379,0.00015933916,0.0
CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=CC=CC=C12,[4.69911265099654e-06],0.0001061137,0.017661855,0.00010751327,0.0
ClC1=NC=C(CN2CCS\C2=N/C#N)C=C1,[3.1666683164566223e-10],0.000106055435,0.00017084362,0.00014334843,0.0
CN1C(=O)C(C(=O)NCCO)=C(O)C2=NC=C(CC3=CC=C(F)C=C3)C=C12,[0.0002492974163033068],0.00010604279,0.039044652,0.00013204286,0.0
CCCCC\C=C/C\C=C/CCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,[4.424494363775011e-06],0.00010598922,7.9366735e-05,0.00014104332,0.0
CC1=CC(=CC(C)=C1O)\N=N\C1=CC=CC=C1C(O)=O,[1.153419163836284e-15],0.000105982646,3.9154093e-05,0.00010412433,0.0
[H][C@@](CC1=CC(C(O)=O)=C(CC(O)=O)C=C1)(N=C(C)O)C(O)=N[C@@]1([H])CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O,[1.7771048987924587e-07],0.000105979416,0.0015064663,0.00014822099,0.0
CC1=C(CCOP([O-])([O-])=O)SC=[N+]1CC1=CN=C(N=C1N)C(F)(F)F,[1.6586711808486143e-06],0.00010594365,0.0011042121,0.00016530218,0.0
NC(=N)N1C=C2C=CC=C(C2=N1)[N+]([O-])=O,[1.2426349940142245e-06],0.000105898296,0.0002990724,0.00014764955,0.0
CCN(CC)CCN=C(O)C1=C(OC)C=CC(=C1)S(C)(=O)=O,[8.224855264415964e-06],0.00010585447,4.3689102e-05,0.00017984322,0.0
[H][C@@]1(O)O[C@]([H])(CO)[C@]([H])(O[C@]2([H])O[C@]([H])(CO)[C@]([H])(O[C@]3([H])O[C@]([H])(CO)[C@]([H])(O)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O,[6.030317846635047e-13],0.000105671024,3.9852777e-05,0.00016829387,0.0
CC1=CC(=CC=C1O)\N=N\C1=CC=CC=C1C(O)=O,[1.2884112281566756e-16],0.00010561642,1.9853576e-05,0.00011255101,0.0
[H][C@@]1(CCOC1=O)NC(=O)CC(=O)CCCCCCCCC,[1.2326087706071576e-08],0.00010557574,9.54262e-05,0.00013503873,0.0
ONC(=O)C1=CC=CC=C1,[0.00036496701068244874],0.000105538005,7.966966e-05,0.00010519127,0.0
C[N+](C)(C)C[C@H](O)CC(O)=O,[1.4262421466071373e-08],0.00010550711,1.27347785e-05,0.00015930743,0.0
[H][C@]1(CO)O[C@@]([H])(OC2=C(C=C(C=C2)[N+]([O-])=O)[N+]([O-])=O)[C@@]([H])(F)[C@@]([H])(O)[C@]1([H])O,[4.4852729169653216e-11],0.000105498555,1.3336244e-05,0.00010811707,0.0
CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1,[1.7306026403596242e-11],0.000105476225,0.00014828841,0.00016505727,0.0
CC(C)[C@H](OC(=O)NC[C@H](CC(O)=O)C1=CC=C(Cl)C=C1)OC(=O)C(C)C,[1.3486587135957961e-07],0.000105470186,3.8211216e-05,0.00012351818,0.0
[H][C@]12SCC(C[N+]3=CC=CC=C3)=C(N1C(=O)[C@@]2([H])N=C(O)CC1=CC=CS1)C([O-])=O,[2.2180174363839456e-11],0.00010544213,6.790817e-05,0.000113019494,0.0
OP(O)(=O)OCC(Cl)(Cl)Cl,[1.0777822353702504e-05],0.000105397,1.8366227e-05,0.00013264127,0.0
CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@H](O)[C@@H]1O,[2.9941369383834626e-09],0.00010534766,5.170504e-05,0.00017653107,0.0
OC(=O)C(=O)CCCC1=CC=CC=C1,[5.841206802870147e-05],0.00010533329,1.1921281e-05,0.0001409699,0.0
[H][C@@]1(CN=C2NC(N)=NC(=O)C2=N1)[C@@H](O)[C@H](C)O,[2.7387411782875404e-10],0.00010531904,0.003517801,0.0001362782,0.0
CC(C)(CC1=CC=C2C=CC=CC2=C1)NC[C@@H](O)COC1=CC=CC(Cl)=C1C#N,[3.220009830329218e-06],0.000105293024,0.0008704396,0.00014974114,0.0
[H]\C(C1=CC=C(O1)C1=CC=C(Cl)C=C1)=C1/SC(=S)N(CCC(O)=O)C1=O,[5.352878584830023e-09],0.000105212435,0.00010523722,0.000106640786,0.0
[H][C@@](O)(CN1C=NC2=C(N)N=CN=C12)[C@@]([H])(O)C(O)=O,[5.109877747599967e-06],0.00010517453,0.0030644557,0.00018030543,0.0
CC(C)OC(=O)C1=C(C)NC(N)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC1CN(C1)C(C1=CC=CC=C1)C1=CC=CC=C1,[8.668057915883765e-08],0.00010514293,0.0012205266,0.0001009772,0.0
CCCN(CCC)C(=O)C1=CC2=CC=C(C=C2N=C(N)C1)C1=CC=C(C=C1)C(=O)N1CCCC1,[8.018306834856048e-05],0.0001051288,0.0019898356,0.00015272274,0.0
CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,[1.4614819576763693e-07],0.00010511026,0.00016656175,0.00015438575,0.0
CC(=O)CSC[C@H](N)C(O)=O,[2.529969300724133e-08],0.00010510975,0.00018582772,0.00017086153,0.0
CC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,[1.509711000835523e-05],0.00010507017,2.0603116e-05,0.00024167502,0.0
C[C@]1(C=CSC(N)=N1)C1=CC(NC(=O)C2=NC=C(C=C2)C#N)=CC=C1F,[0.00030562415486201644],0.000104931,0.002186865,0.00012132431,0.0
CN1SC(Cl)=CC1=O,[5.295161997764808e-08],0.00010491999,4.8789436e-05,0.00023269192,0.0
[H][C@]1(CC2=C(Br)C(Br)=C(O)C(OCC)=C2)SC(=S)N(CC(O)=O)C1=O,[1.5127132879655392e-10],0.00010491829,9.523484e-05,0.00018635578,0.0
[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CC\C(C=C3CC[C@@]21[H])=N/O,[1.479913552815404e-10],0.00010489729,4.6189678e-05,0.00014455013,0.0
[H][C@@](C)(CCC1=CC=C(O)C=C1)NC(=O)CC1=C(NC2=C1C=CC=C2)C1=CC=CC=C1,[0.00020351448620203882],0.00010489528,0.0015535635,0.00014424048,0.0
[H][C@@]12CC[C@](OC(=O)OCC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,[9.129168532240328e-09],0.00010483598,2.9214423e-05,0.00014462597,0.0
OC(=O)CC1=NN(CC2=NC3=C(S2)C=CC(=C3)C(F)(F)F)C(=O)C2=C1C=CC=C2,[1.3486396710504778e-06],0.000104835475,0.00030545084,0.00015155523,0.0
CN1C2=C(C=C(C=C2)[N+]([O-])=O)C(=NCC1=O)C1=CC=CC=C1F,[2.445213276303093e-08],0.000104794395,0.0015407974,7.268849e-05,0.0
O=C1NC2=CC=CC=C2\C1=C\NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1,[1.0141039119559991e-08],0.00010478631,0.0005447634,0.0001285116,0.0
CC(O)=NC1=CC=C(C=C1)S(Cl)(=O)=O,[2.9935773859790515e-09],0.00010462825,2.737501e-05,0.0001517875,0.0
FC(F)(F)OC1=CC=C(NC2=CC=C3C=CC=C(Cl)C3=N2)C=C1,[3.88869593734853e-05],0.00010458625,0.0011109478,0.00013997736,0.0
CNCCCCOC1=CC=CC=C1CC1=CC=CC=C1,[4.306208722937299e-08],0.000104487066,6.4152744e-05,0.00016041804,0.0
[H][C@](CC)(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=C(OC)C=C2,[4.485315457714023e-06],0.000104483486,0.00024091032,0.00014361781,0.0
[H][C@](O)(CNCCNC1=CC(=CC=C1)C1=CC(=CC=C1)C(O)=O)C1=CC=CC(Cl)=C1,[0.0005503747379407287],0.00010448149,0.0001818006,0.00012025374,0.0
[H][C@@](NC(=O)CC1=CC=CC=C1)(C(=O)NCC1=CC=CC=C1)[C@]1([H])N[C@@]([H])(C(O)=O)C(C)(C)S1,[1.8244496402530785e-07],0.000104460865,0.00019561352,0.0001566528,0.0
COC[C@H](NC(=O)[C@H](COC)NC(=O)C1=CN=C(C)S1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)[C@@]1(C)CO1,[2.8082170047127875e-06],0.00010429515,0.0026788649,0.00017206992,0.0
[H][C@]12SCC(C[N+]3=C4C=CC=NN4C=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=NSC(N)=N1)C([O-])=O,[7.665602432872266e-15],0.00010424096,0.0007025697,0.00014695905,0.0
BrC1=CC=C(\C=C\CNCCNS(=O)(=O)C2=CC=CC3=C2C=CN=C3)C=C1,[9.47909200021968e-07],0.00010421859,0.024892401,0.00013330074,0.0
[H][C@@](O)(CCCl)C1=CC=CC=C1,[9.344815339318302e-07],0.000104108454,2.6781741e-05,0.0001467959,0.0
CN1C(\C=C\C2=CC=NC(N)=N2)=NC=C1[N+]([O-])=O,[1.1428832991100535e-08],0.00010410478,0.0036168278,0.00012676544,0.0
[H][C@@](C)(N)C(=O)N[C@@]([H])(C)C(=O)N[C@@]([H])(CC1=CC=CC=C1)[C@@]([H])(C)O,[3.6972320231143385e-05],0.00010401903,0.00025195433,0.00013574984,0.0
CCOC(=O)C(COC(=O)CC1=CC=C(NC(=O)C2=CC=CC=C2C2=CC=C(C=C2)C(F)(F)F)C(=C1)C(=O)N(C)C)(C(=O)OCC)C1=CC=CC=C1,[0.0005296095041558146],0.000104006445,0.0013764637,0.0001418834,0.0
CC(C)N1C(\C=C\[C@H](O)C[C@H](O)CC(O)=O)=C(C2=CC=C(F)C=C2)C2=CC=CC=C12,[3.143226422253065e-05],0.00010395647,0.00082606584,0.00014925504,0.0
[H][C@]1(N=C(N(C(=O)N2CCN(CCO)CC2)[C@]1([H])C1=CC=C(Br)C=C1)C1=C(OCC)C=C(OC)C=C1)C1=CC=C(Br)C=C1,[1.4333402305055643e-06],0.00010384372,0.0026139936,0.0001256278,0.0
[H][C@]1(N)C[C@]([H])(O[C@@]2([H])C[C@@](O)(CC3=C(O)C4=C(C(O)=C23)C(=O)C2=C(C=CC=C2OC)C4=O)C(=O)CO)O[C@@]([H])(C)[C@@]1([H])O[C@]1([H])CCCCO1,[5.19263494425104e-07],0.000103841936,0.0031204133,0.00013015849,0.0
CC1=CC2=C(C=C1)N=CN2,[2.086262065859046e-05],0.000103819955,0.00018551297,0.00020797826,0.0
CC(C)C[C@H](CN)CC(O)=O,[2.9673916102090914e-10],0.00010375642,6.772116e-05,0.00014511844,0.0
OCCOC(=O)C1=CC=CC=C1O,[1.794841227820143e-05],0.00010367719,3.1494645e-05,0.00015781396,0.0
CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,[1.3643350338377047e-11],0.00010361295,0.00018516659,0.0001498627,0.0
CN1CCN(CC1)C1=NC2=CC=CC=C2SC2=C1C=C(Cl)C=C2,[5.367462563299341e-06],0.00010360298,0.0055331048,0.00012355082,0.0
[H][C@](C[C@@]([H])(O)[C@@]([H])(OCC1=CC=CC=C1)C(O)=N[C@@]1([H])C2=CC=CC=C2C[C@@]1([H])O)(OCC1=CC=CC=C1)C(O)=N[C@@]1([H])C2=CC=CC=C2C[C@@]1([H])O,[4.356601039035013e-06],0.000103522885,8.203878e-05,0.00013010959,0.0
NCCC(=O)N[C@@H](CC1=CN=CN1)C(O)=O,[7.391093276964966e-06],0.00010347029,0.0006802411,0.00018759054,0.0
C[P@@](O)(=O)CC(=O)CC(O)=O,[7.192846140924303e-08],0.000103465354,2.6577232e-05,0.00020986228,0.0
CCN(CCCC1=CC=CC=C1)CCCC1=CC=CC=C1,[5.8392156887521196e-08],0.00010341169,3.0990388e-05,0.0001540991,0.0
[H][C@]1(COC2=CC=C(NCC3=CC=CC=C3)C=C2)CCCN1,[4.795885502062447e-07],0.000103405975,0.0004857817,0.00020275911,0.0
[H][C@@]12CCC[C@]1([H])N([C@@H](C2)C(O)=O)C(=O)[C@H](C)N[C@@H](CCC1=CC=CC=C1)C(O)=O,[6.79571894579567e-06],0.00010337806,0.00022909677,0.00012732537,0.0
OC(=O)C1=NC2=CC=CC=C2N1,[8.800151590548921e-06],0.000103377875,0.0004556937,0.00018564088,0.0
CC(CNC(=O)C1=CC=CN=C1)NC(=O)C1=CC=CN=C1,[0.0001388915115967393],0.00010332928,0.00059633475,0.0001223882,0.0
[H][C@@]1(COC(=O)CC2=CC(Cl)=CC=C2)CCCN1C(=O)CNC(=O)OC(C)(C)C,[0.0007589437300339341],0.00010327106,0.0027427322,0.00015053582,0.0
C[C@@H](C1=NC(=CS1)C1=CC=C(C=C1)C#N)[C@](O)(CN1C=NC=N1)C1=C(F)C=CC(F)=C1,[5.855735798832029e-05],0.00010323681,0.0023062925,0.000118233445,0.0
CN1C=NN=C1SC1=NC(C(=O)NC2=NC(C)=CS2)=C(SC2=CC=C(F)C=C2)C=C1,[7.60918774176389e-05],0.00010321022,0.0011933065,0.00015566396,0.0
NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1,[3.973058483097702e-06],0.00010318247,0.0004974185,0.00020584463,0.0
[H]/C1=C([H])/[C@]([H])(OC)[C@@]([H])(OC(O)=N)\C(C)=C([H])\[C@]([H])(C)[C@@]([H])(O)[C@]([H])(C[C@]([H])(C)CC2=C(NCCN(C)C)C(=O)C=C(N=C(O)\C(C)=C\1/[H])C2=O)OC,[2.093356277167377e-13],0.000103172235,0.0013386683,0.0001496582,0.0
[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@]([H])(O)C[C@]3(C)[C@@]1(N=C(C)O2)C(=O)COC(C)=O,[4.0309536958327286e-11],0.00010312818,0.00028202948,0.00013464631,0.0
CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](OS(O)(=O)=O)[C@H]1O)NC(=O)CCCCCCCCCCCCC\C=C/CCCCCCCC,[2.9750635982539464e-11],0.000103083046,0.0006313,0.00021724822,0.0
CC(C)C(=O)OC[C@@]1(CCl)O[C@H]([C@H](F)[C@@H]1OC(=O)C(C)C)N1C=CC(N)=NC1=O,[3.2632549995526006e-09],0.00010303676,0.00052859425,0.00012716558,0.0
CCCC(=O)C1=C(O)C=C(OC)C(CC2=C(O)C(C)(C)C(O)=C(C(=O)CCC)C2=O)=C1O,[2.4049614921750617e-07],0.000102971346,5.404756e-05,0.00012093275,0.0
COC1=CC(OC)=C(\C=C\S(=O)(=O)CC2=CC=C(OC)C(NCC(O)=O)=C2)C(OC)=C1,[0.0016517342301085591],0.00010288457,0.0008032665,0.00019113783,0.0
CCCCNCC(O)C1=CC=C(O)C=C1,[6.085830506208367e-08],0.00010258295,6.199283e-05,0.00021194393,0.0
COC1=NC(C)=NC(Cl)=C1NC1=NCCN1,[1.2931665196447284e-06],0.000102498365,0.0059468113,0.00013140391,0.0
[H][C@]1(C[C@@]2(N=C(O)N=C2O)C2=C(O1)C=CC(F)=C2)C(O)=N,[4.558728861070449e-08],0.00010248292,0.00015531716,0.00012003067,0.0
[H][C@](CC(O)=O)(CC1=CC=CC=C1)C(O)=O,[2.7418832360126544e-07],0.000102471,5.921052e-05,0.00021129585,0.0
[H]N([C@@H](CC1=CC=C(Cl)C=C1)[B-](O)(O)O)C(C)=O,[2.052535637631081e-05],0.000102441205,0.00010990717,0.00013250828,0.0
CC1=CC(=O)OC2=C1C=CC(O)=C2,[6.367611786117777e-05],0.0001023664,0.003097411,0.00032726652,0.0
[H][C@](CC)(C1=CC=CC=C1)C1=C(O)C2=C(CCCCC2)OC1=O,[1.5842493894524523e-06],0.00010235449,0.00012673342,0.00013078477,0.0
CN1C2=CC=CC=C2C(NCCCCCCC(O)=O)C2=C(C=C(Cl)C=C2)S1(=O)=O,[2.1231831851764582e-05],0.00010234786,0.0035188943,0.00011957793,0.0
CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC1=C(C=C(Cl)C=C1)C(=O)C1=CC=[N+]([O-])C=C1,[0.0009185908711515367],0.00010228522,0.00035691465,0.00017869011,0.0
[O-][N+](=O)C1=C(C=C2NC(=O)C(=O)NC2=C1)[N+]([O-])=O,[4.9462090673246806e-11],0.0001022041,6.5733e-05,0.00015057788,0.0
CCCN(CCC)C(=O)C(CCC(O)=O)N=C(O)C1=CC=CC=C1,[8.833009133013547e-07],0.000102072816,7.216517e-05,0.0001989307,0.0
[H][C@](N)(CCC1=CC=CC=C1)C(C)=O,[1.9368205812497763e-06],0.00010198126,0.00012901353,0.0001547914,0.0
[O-][N+](=O)C1=CC=C(O1)\C=N\N1CC(=O)NC1=O,[1.8807208540924165e-18],0.000101836864,3.1275227e-05,0.00013300376,0.0
[H][C@]1(CO)O[C@]([H])(OCCCN=C(O)C2=CC(=CC(CN=[N+]=[N-])=C2)C(O)=NCCCO[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@]2([H])O)[C@@]([H])(O)[C@@]([H])(O)[C@]1([H])O,[7.124732470664696e-10],0.00010180345,2.4113278e-05,0.0001321081,0.0
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1,[0.006382560823112726],0.00010175881,0.005694327,0.00011202197,0.0
COP(=S)(NC(C)C)OC1=CC=C(Cl)C=C1Cl,[9.97562674456276e-05],0.000101753765,6.678444e-05,0.00016831634,0.0
OCC1=C(O)C=CC(=C1)[C@@H](O)CNCCCCCCOCCOCC1=C(Cl)C=CC=C1Cl,[1.600438963578199e-07],0.00010174988,0.00036710332,9.988421e-05,0.0
CC(=O)NCCC1=CNC2=C1C=C(O)C=C2,[0.0010143057443201542],0.00010174804,0.0005713541,0.0002140169,0.0
[H][C@](N)(CCC(O)=N[C@@]([H])(CSCC1=CC=C(C=C1)N(=O)=O)C(O)=NCC(O)=O)C(O)=O,[6.283040494131642e-12],0.000101731544,2.3599789e-05,0.000109754474,0.0
CC1=CC=C(CC2=CC3=C(N=CN([C@H]4CCCC[C@@H]4O)C3=O)C3=CC=CC=C23)C=N1,[1.8796511085383827e-06],0.00010167113,0.001801082,9.7116426e-05,0.0
[H][C@@]1(CN)CNC2=C(SC3=C2C=C(OC)C=C3)C(=O)N1,[0.0010357432765886188],0.000101669764,0.0037245422,9.777226e-05,0.0
CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC,[2.8717893201246625e-06],0.00010163846,0.00030289573,0.00014195446,0.0
CN(C)CCOCCOC(=O)N1C2=CC=CC=C2SC2=CC=CC=C12,[0.00047263831947930157],0.00010160357,0.00018585502,0.00012785241,0.0
CSC1=NC(O)=C(CC2=CC=CS2)N1,[8.957876218573801e-08],0.00010158866,0.000268574,0.000174845,0.0
NCC(CC(O)=O)C1=CC=CC=C1,[1.3958458112028893e-05],0.00010152184,3.962071e-05,0.00017496925,0.0
[H][C@@]12C=C[C@H](OC(C)=O)[C@@H]3OC4=C(OC(C)=O)C=CC5=C4[C@]13CCN(C)[C@@H]2C5,[2.4672928630731228e-12],0.00010149106,0.0038769853,0.00014035801,0.0
CN1C2=C(N(CC(O)=O)C=N2)C(=O)N(C)C1=O.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,[0.00040503384661860764],0.00010145284,0.020895716,0.0001584143,0.0
OC1=CC2=C(C=C1)N=C(S2)C1=NC(=O)CS1,[2.2142439046039276e-14],0.000101448866,0.00042879253,0.00020393346,0.0
OC(=O)C(C(O)=O)C1=CC=CC=C1,[1.407252370189127e-10],0.00010137528,2.8404893e-05,0.00014161524,0.0
ON=C1C2=CC(OCC(O)=O)=CC=C2C2=C1C=C(OCC(O)=O)C=C2,[2.2514579089971676e-09],0.00010135836,8.700983e-05,0.00013911963,0.0
[H][C@]1(CN(CC2=CC=C(F)C=C2)CCN1)C(=O)NCCS,[5.062491982243955e-05],0.00010131817,0.0010740494,0.0001211599,0.0
CC1=C(C)C(CC2=CN=CN2)=CC=C1,[2.1641375496983528e-05],0.00010130908,0.0007402985,0.00015318816,0.0
FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1,[1.1293450370430946e-05],0.000101262725,0.008097298,0.00014227087,0.0
[H][C@@]1(CCC2=CC=CC=C2N(CC(O)=O)C1=O)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC,[6.17915065959096e-05],0.00010116785,0.0009476999,0.00016113336,0.0
[H][C@](N)(CS)C(O)=NS(=O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,[3.332708047310007e-06],0.00010115926,0.00056913897,0.00016979888,0.0
[H][C@@](O)(COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])([N+]2=CN=C3C2=NC=NC3=N)[C@]([H])(O)[C@]1([H])O)[C@@]([H])(O)[C@@]([H])(O)CN1C2=C(C=C(C)C(C)=C2)N(C(=O)C(C)C)C2=C1N=C(O)N=C2[O-],[1.7505450214394536e-11],0.00010106574,0.0012893319,0.00017012429,0.0
[H][C@]1(CC2=CC=C(O)C(OC)=C2)COC(=O)[C@]1([H])CC1=CC=C(O)C(OC)=C1,[0.000402450910769403],0.00010098712,5.5012475e-05,0.00017730062,0.0
[O-][N+](=O)C1=CC=C(O1)\C=C\C=N\NC(=O)C1=CC=C(S1)[N+]([O-])=O,[9.329531742150506e-15],0.00010098511,5.881053e-06,0.00010187066,0.0
[H][C@@]12C[C@@H](C)[C@H](C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,[1.7768397430478755e-12],0.00010093003,0.00012843146,0.00012604597,0.0
CC1=CC=C(CCC2=C3N=CNC3=CC3=C2N=C(N)NC3=O)C=C1,[9.310144378105178e-05],0.0001009232,0.004734277,0.00010839382,0.0
FC1=NC(Cl)=C2N=CN=C2N1,[6.638079526055662e-07],0.00010085316,0.0024328227,0.00018902909,0.0
[H][C@@](O)(CCCCCCCCC)CC(O)=O,[7.362766131372225e-14],0.00010084423,1.7046974e-05,0.00015477369,0.0
CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1,[7.561665071875723e-09],0.00010081441,0.00046937453,0.00019115553,0.0
NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1,[2.5564855604898185e-05],0.00010081403,0.01348427,0.00011974111,0.0
NC(=O)OCC(O)C1=CC=CC=C1,[0.0007711804355494678],0.00010071064,2.9572966e-05,0.0001691562,0.0
C(C1CONC(=N1)C1=CN=CC=C1)N1CCCCC1,[1.198601921714726e-06],0.000100677134,0.033192527,0.00013955288,0.0
OC1=NC(=N)NC2=C1NC=C2,[1.7012105672620237e-05],0.000100661964,0.00030635638,0.0001394974,0.0
NS(=O)(=O)C1=NN=C(NS(=O)(=O)C2=CC=CC=C2)S1,[3.466521150130575e-07],0.00010061331,0.0015722242,0.00013176214,0.0
C[C@H](CN1CCOCC1)C(C(=O)N1CCCC1)(C1=CC=CC=C1)C1=CC=CC=C1,[4.882893449575931e-07],0.00010054348,0.0007847333,0.00011984197,0.0
CCCC[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,[3.444999563395612e-10],0.00010051358,0.00023075454,0.00010688827,0.0
[H][C@@](C)(N[C@@]([H])(CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@@]1([H])C(O)=O,[0.0016299280105158687],0.00010050064,0.00029294606,9.47335e-05,0.0
OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1,[5.945636803517118e-05],0.000100298435,0.00034039072,0.00016776068,0.0
[H][C@@](CCSC)(NC(=O)[C@]1([H])CC[C@]([H])(C)CC1)C(=O)NC1=CC=NC=C1,[2.973670962092001e-05],0.000100282945,0.002507949,0.00014144277,0.0
O\N=C1/C(=O)N(CC2=C3OCOCC3=CC(F)=C2)C2=CC=CC(\C=C\C3=CC=CC=C3)=C12,[1.5347532272835807e-11],0.000100274716,0.00014437863,0.000114988405,0.0
[H][C@@](N)(C(=O)N1CC[C@]([H])(F)C1)[C@@]([H])(C(=O)N(C)C)C1=CC=C(C=C1)C1=CN2N=CN=C2C=C1,[5.311095264914911e-06],0.0001002381,0.09944113,0.00014842478,0.0
COC1=CC(=N\C1=C/C1=C(C)C=C(C)N1)C1=CC2=CC=CC=C2N1,[1.6802024723795717e-13],0.00010023695,0.00010025932,0.00015905895,0.0
[H][C@@]12CCC[C@]1([H])[C@@]([H])(OC1=C2C=C(O)C=C1)C1=CC=C(O)C=C1,[1.1034933777409606e-05],0.000100228266,0.00053066027,0.00016524734,0.0
[H]N([H])C(=O)[C@H](CC1=CN([H])C2=CC=CC=C12)N([H])C(=O)[C@H](CCCC1=CC=CC=C1)CP(O)(=O)[C@@H](CC1=CC=CC=C1)N([H])C(=O)OCC1=CC=CC=C1,[2.4602993562439224e-06],0.000100182304,0.0039290106,0.00013984769,0.0
[H][C@@](CC1=CC=CC=C1)(NC(=O)[C@]([H])(CC1=CC=CC=C1)NC(=O)OCC1=CC=CC=C1)C(=O)CO,[7.609603613900617e-08],0.000100182304,7.241714e-05,0.00014688732,0.0
ONC(=O)C1=CC=CC=C1O,[0.0003502133477013558],0.00010015842,7.164391e-05,0.00015641308,0.0
[H][C@]1(CCC)COC2=C(SC=C2)C(=N)N1,[2.400443554506637e-05],0.000100140176,4.7125402e-05,0.00017749956,0.0
CCC1=C(C(N)=NC(N)=N1)C1=CC=C(Cl)C=C1,[2.1756304704467766e-05],0.00010010734,9.504161e-05,8.885975e-05,0.0
O=C1NC2=CC=CC=C2C=C1,[2.995790055138059e-05],0.00010009349,0.00024140834,0.00020759866,0.0
